timestamp,dpss_Val_1,dpss_Val_2,estimated_linear_velocity,encoder_value,gt_velocity_savgol,lstm_filtered_velocity,traditional_filtered_velocity
35150,551,554,-0.1985,-58849,-0.42855185533716483,0.18908000000000016,0.17144594594594595
35152,551,553,-0.2031,-58855,-0.42883503847554977,0.18911000000000017,0.17111621621621625
35155,552,556,-0.185,-58862,-0.42881923418185514,0.18999000000000016,0.17077837837837842
35158,552,557,-0.1803,-58868,-0.42804658853825184,0.18868000000000013,0.17042972972972972
35161,552,555,-0.1895,-58874,-0.4283809101356388,0.18440000000000015,0.16996756756756756
35163,553,554,-0.1898,-58880,-0.4284285975329904,0.17877000000000015,0.1695054054054054
35166,552,555,-0.1895,-58886,-0.42683267760270754,0.17485000000000012,0.16905405405405408
35168,554,558,-0.1676,-58892,-0.425566843875968,0.17132000000000014,0.16860270270270272
35171,557,561,-0.1422,-58898,-0.4243563840020741,0.16916000000000014,0.16815135135135134
35173,557,561,-0.1422,-58904,-0.4229815281004681,0.16618000000000013,0.1677
35176,556,558,-0.1593,-58910,-0.42358079711274604,0.16272000000000014,0.16724324324324324
35178,555,557,-0.1678,-58916,-0.4238614703881124,0.16052000000000013,0.16665675675675676
35181,555,558,-0.1634,-58922,-0.4248981222479747,0.15966000000000014,0.16664594594594595
35183,556,560,-0.1505,-58929,-0.4265442394386278,0.16010000000000013,0.16665135135135137
35186,556,559,-0.1549,-58935,-0.428525109609374,0.16005000000000014,0.16665135135135137
35188,555,557,-0.1678,-58941,-0.42922736143863016,0.15717000000000014,0.16654054054054054
35191,554,555,-0.1809,-58947,-0.43141392272706475,0.15219000000000013,0.1667783783783784
35193,554,557,-0.172,-58953,-0.4320228782419298,0.14840000000000014,0.1670243243243243
35196,556,562,-0.1417,-58960,-0.4346902743814568,0.14588000000000015,0.16727027027027025
35198,560,565,-0.1134,-58966,-0.4373815142196596,0.14340000000000014,0.16763513513513514
35202,561,565,-0.1095,-58972,-0.4402920925557139,0.13967000000000013,0.168
35204,559,562,-0.1299,-58978,-0.4447730215925503,0.13507000000000013,0.16836486486486488
35207,558,561,-0.1382,-58984,-0.44884464687432163,0.13207000000000013,0.16872972972972974
35209,559,563,-0.1257,-58991,-0.4527940339837697,0.13296000000000013,0.16932702702702707
35212,560,564,-0.1176,-58998,-0.4581003942208172,0.13820000000000016,0.16993243243243247
35214,560,563,-0.1218,-59004,-0.4617384406661417,0.14489000000000013,0.1706567567567568
35217,558,558,-0.1509,-59011,-0.4651873846196657,0.14855000000000013,0.1713918918918919
35219,554,555,-0.1809,-59018,-0.46643094331211604,0.14934000000000014,0.17235135135135138
35222,552,554,-0.1941,-59024,-0.46906853482829813,0.15142000000000014,0.17342432432432434
35224,552,557,-0.1803,-59032,-0.47115713302579193,0.15826000000000012,0.17461351351351354
35227,556,561,-0.1461,-59038,-0.4731120025843308,0.16727000000000014,0.17593783783783787
35229,557,562,-0.1378,-59045,-0.4743287763323805,0.17631000000000013,0.17737567567567572
35231,555,559,-0.159,-59052,-0.4742763437252597,0.18197000000000013,0.17904324324324328
35234,552,554,-0.1941,-59058,-0.47358973932325954,0.18506000000000014,0.18084054054054055
35236,551,552,-0.2077,-59065,-0.47420602834413184,0.18640000000000015,0.1829972972972973
35239,550,552,-0.2122,-59072,-0.474878122600556,0.19003000000000014,0.18516486486486486
35241,550,553,-0.2075,-59078,-0.47446881884549125,0.19752000000000014,0.18745405405405405
35245,549,553,-0.2118,-59086,-0.474151948639405,0.20312000000000013,0.18974324324324324
35247,550,553,-0.2075,-59092,-0.47400076860914964,0.20529000000000014,0.19202162162162162
35250,549,552,-0.2166,-59100,-0.4729879604479631,0.20395000000000016,0.19430000000000003
35252,548,552,-0.221,-59106,-0.47239724065659183,0.20346000000000014,0.19658918918918922
35255,551,555,-0.1938,-59113,-0.4736222106760615,0.20390000000000014,0.199
